,Dataset,Backprop,Model,Num_layers,Batchsize,LearningRate,TotalEpochs,Num_parameters,Optimizer,Best_train,Best_test,Best_test_at,Avg_time,Initialization,AvgGenError,ModelType,ID,Efficiency
276,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,Adam,0.9930943,0.89868164,11,9.80864315032959,orthogonal_,0.09276646239999999,mlpWide_2layers,0,0.006015649483302714
277,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,SGDM,0.9984828,0.89538574,34,9.948728523254395,kaiming_normal,0.1035682894,mlpWide_2layers,0,0.002054944178969013
278,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,SGDM,0.9994245,0.89575195,27,8.455108065605163,kaiming_uniform,0.1044060424,mlpWide_2layers,0,0.002569730805982909
279,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,SGDM,0.9814628,0.8977051,47,9.626260585784912,orthogonal_,0.08380371679999998,mlpWide_2layers,0,0.0015022781652057596
280,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,SGD,0.9997733,0.8959961,47,8.422039513587952,kaiming_normal,0.10437708180000003,mlpWide_2layers,0,0.00149941821333032
281,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,SGD,0.99994767,0.89501953,40,8.461844754219054,kaiming_uniform,0.1054565378,mlpWide_2layers,0,0.0017535031697636459
282,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,SGD,0.99468124,0.8977051,35,10.20588508605957,orthogonal_,0.0970804288,mlpWide_2layers,0,0.0020030375536076797
283,Fashion,backprop,mlpWide,2layers,4096,0.005,98,255050,Adam,0.99269325,0.8942871,10,9.640295009613038,kaiming_normal,0.09749581140000002,mlpWide_2layers,0,0.006530436049984933
284,Fashion,backprop,mlpWide,2layers,4096,0.005,98,255050,Adam,0.9964251,0.8959961,21,8.40600155353546,kaiming_uniform,0.10198312,mlpWide_2layers,0,0.0032714579199934254
285,Fashion,backprop,mlpWide,2layers,4096,0.005,98,255050,Adam,0.96353585,0.8922119,36,10.10108504295349,orthogonal_,0.0546913372,mlpWide_2layers,0,0.0019369757664721738
286,Fashion,backprop,mlpWide,2layers,4096,0.005,98,255050,SGDM,0.99965125,0.8968506,9,9.644950318336488,kaiming_normal,0.10367989000000001,mlpWide_2layers,0,0.0072040713084865916
287,Fashion,backprop,mlpWide,2layers,4096,0.005,98,255050,SGDM,0.99994767,0.897583,26,8.509961128234863,kaiming_uniform,0.10317523359999996,mlpWide_2layers,0,0.002670353484650051
288,Fashion,backprop,mlpWide,2layers,4096,0.005,98,255050,SGDM,0.91571915,0.88098145,49,9.584078636169433,orthogonal_,0.023838238799999995,mlpWide_2layers,0,0.0014153200515791403
289,Fashion,backprop,mlpWide,2layers,4096,0.005,98,255050,SGD,0.9981166,0.8951416,14,10.16061397075653,kaiming_normal,0.10264439419999999,mlpWide_2layers,0,0.004793562359656321
290,Fashion,backprop,mlpWide,2layers,4096,0.005,98,255050,SGD,0.9991455,0.8951416,47,8.6921444272995,kaiming_uniform,0.10453473879999997,mlpWide_2layers,0,0.0014979882373926002
291,Fashion,backprop,mlpWide,2layers,4096,0.005,98,255050,SGD,0.980399,0.89733887,42,9.828973255157472,orthogonal_,0.08222377460000001,mlpWide_2layers,0,0.001676277535342883
292,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,Adam,0.99986047,0.8977051,35,8.439711694717408,kaiming_normal,0.10389857300000002,mlpWide_3layers,0,0.0020030375536076797
293,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,Adam,0.99993026,0.8983154,28,8.415806927680968,kaiming_uniform,0.10371128480000001,mlpWide_3layers,0,0.0024882198305598907
294,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,Adam,0.99836075,0.89941406,1,9.94842260837555,orthogonal_,0.10060023300000001,mlpWide_3layers,0,0.03612331320342227
295,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,SGDM,0.9993548,0.8937988,28,8.397917103767394,kaiming_normal,0.10606723959999996,mlpWide_3layers,0,0.0024757094208678085
296,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,SGDM,0.9994594,0.8947754,6,8.677311072349548,kaiming_uniform,0.1050666274,mlpWide_3layers,0,0.010267717127786012
297,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,SGDM,0.99461144,0.8970947,49,9.865367002487183,orthogonal_,0.09802350340000002,mlpWide_3layers,0,0.001441206414817671
298,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,SGD,0.99986047,0.895874,0,8.425664682388305,kaiming_normal,0.10453961060000001,mlpWide_3layers,0,0.07196226639553027
299,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,SGD,0.99994767,0.89733887,38,8.425981631278992,kaiming_uniform,0.10330601499999997,mlpWide_3layers,0,0.0018482034364036915
300,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,SGD,0.99870956,0.8977051,41,9.944123163223267,orthogonal_,0.10218365820000001,mlpWide_3layers,0,0.0017168893316637254
301,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,Adam,0.99375695,0.8939209,29,8.468908905982971,kaiming_normal,0.0998468944,mlpWide_3layers,0,0.002393512701649718
302,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,Adam,0.995745,0.89501953,21,8.431975502967834,kaiming_uniform,0.10367571359999998,mlpWide_3layers,0,0.003267892270923158
303,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,Adam,0.9834333,0.89416504,9,10.76260880947113,orthogonal_,0.08632673540000001,mlpWide_3layers,0,0.007182499191856219
304,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,SGDM,0.9998779,0.89697266,21,8.517990589141846,kaiming_normal,0.10369977040000004,mlpWide_3layers,0,0.003275023532551727
305,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,SGDM,0.99994767,0.89501953,1,8.432458057403565,kaiming_uniform,0.10567663219999998,mlpWide_3layers,0,0.03594681498015474
306,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,SGDM,0.9952741,0.89733887,0,11.380743365287781,orthogonal_,0.09835589280000002,mlpWide_3layers,0,0.07207993401974397
307,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,SGD,0.99912804,0.8946533,11,8.42225501537323,kaiming_normal,0.10478691020000001,mlpWide_3layers,0,0.005988684337514749
308,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,SGD,0.9990583,0.8944092,43,8.432428526878358,kaiming_uniform,0.10463065079999997,mlpWide_3layers,0,0.0016328319180490762
309,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,SGD,0.9939837,0.89660645,21,10.406428518295288,orthogonal_,0.09732701500000002,mlpWide_3layers,0,0.0032736864278423636
310,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,Adam,0.9998779,0.8983154,29,8.428479013442994,kaiming_normal,0.10364362700000003,mlpWide_4layers,0,0.0024052791695412276
311,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,Adam,0.99994767,0.8985596,6,8.669246068000794,kaiming_uniform,0.1036635044,mlpWide_4layers,0,0.010311141539269573
312,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,Adam,0.9993722,0.8967285,19,9.504295563697815,orthogonal_,0.10387730060000001,mlpWide_4layers,0,0.003601545262027041
313,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,SGDM,0.9993722,0.89575195,32,8.469988536834716,kaiming_normal,0.10430245240000001,mlpWide_4layers,0,0.002180377653561256
314,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,SGDM,0.99947685,0.8930664,41,9.017723698616027,kaiming_uniform,0.10707833660000002,mlpWide_4layers,0,0.0017080176715352617
315,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,SGDM,0.9973319,0.89538574,3,9.661023969650268,orthogonal_,0.10234165740000002,mlpWide_4layers,0,0.01798076156597887
316,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,SGD,0.99993026,0.8967285,46,8.399869170188904,kaiming_normal,0.10386892680000004,mlpWide_4layers,0,0.0015325724519264007
317,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,SGD,0.99994767,0.8977051,42,8.68844892501831,kaiming_uniform,0.10275740719999998,mlpWide_4layers,0,0.0016769616727878246
318,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,SGD,0.9995466,0.8964844,27,9.573490877151489,orthogonal_,0.10361468100000007,mlpWide_4layers,0,0.0025718320565901133
319,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,Adam,0.9948905,0.8963623,36,8.399213185310364,kaiming_normal,0.10161552,mlpWide_4layers,0,0.0019459862091945428
320,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,Adam,0.99712265,0.89404297,10,9.48050018310547,kaiming_uniform,0.10396206060000003,mlpWide_4layers,0,0.006528653316729714
321,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,Adam,0.9908622,0.89245605,35,9.8916055727005,orthogonal_,0.0957240506,mlpWide_4layers,0,0.0019913254175501203
322,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,SGDM,0.99994767,0.89624023,18,8.676501584053039,kaiming_normal,0.10441581139999999,mlpWide_4layers,0,0.0037890360160875137
323,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,SGDM,0.99994767,0.89746094,5,8.70371464252472,kaiming_uniform,0.10354458159999996,mlpWide_4layers,0,0.012014956575713215
324,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,SGDM,0.9989537,0.89746094,1,10.149469175338744,orthogonal_,0.10267648060000005,mlpWide_4layers,0,0.03604486972713965
325,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,SGD,0.99912804,0.8939209,45,8.650418691635132,kaiming_normal,0.1058471708,mlpWide_4layers,0,0.0015609865445541636
326,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,SGD,0.9992327,0.89331055,34,9.692189459800721,kaiming_uniform,0.10631591920000001,mlpWide_4layers,0,0.0020501815393375684
327,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,SGD,0.99666923,0.8959961,12,9.765152006149291,orthogonal_,0.0998147932,mlpWide_4layers,0,0.005536313403065797
328,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,Adam,0.943185,0.8748779,4,8.513400239944458,kaiming_normal,0.06708844840000001,mlp_2layers,0,0.01724403313217672
329,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,Adam,0.9363316,0.875,1,8.365835266113281,kaiming_uniform,0.060762066600000005,mlp_2layers,0,0.04311609937413732
330,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,Adam,0.93629676,0.8763428,20,8.392967405319213,orthogonal_,0.0599989506,mlp_2layers,0,0.004112596816392898
331,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,SGDM,0.93652344,0.8746338,16,9.080736246109009,kaiming_normal,0.06216587959999998,mlp_2layers,0,0.005070359373012349
332,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,SGDM,0.93057686,0.87609863,5,8.357880549430847,kaiming_uniform,0.05423514740000002,mlp_2layers,0,0.014390078321000217
333,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,SGDM,0.9304199,0.8765869,13,8.550636134147645,orthogonal_,0.05367536480000001,mlp_2layers,0,0.006170613533137466
334,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,SGD,0.9443534,0.87231445,11,8.40031144142151,kaiming_normal,0.0720975096,mlp_2layers,0,0.007163961240323037
335,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,SGD,0.9372907,0.87353516,1,8.598374977111817,kaiming_uniform,0.06442034060000003,mlp_2layers,0,0.04304391858898623
336,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,SGD,0.9378662,0.87390137,25,8.677588596343995,orthogonal_,0.0642501372,mlp_2layers,0,0.0033124587527133846
337,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,Adam,0.92518836,0.8746338,45,9.72977659702301,kaiming_normal,0.040286342800000007,mlp_2layers,0,0.0018738284639393465
338,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,Adam,0.9204625,0.8718262,48,8.359413776397705,kaiming_uniform,0.0375523194,mlp_2layers,0,0.0017534574962647942
339,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,Adam,0.91856164,0.87194824,30,8.347890286445617,orthogonal_,0.037458147399999996,mlp_2layers,0,0.0027719820803645454
340,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,SGDM,0.8714076,0.85375977,46,9.84699640750885,kaiming_normal,0.014259199000000009,mlp_2layers,0,0.001790190447900821
341,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,SGDM,0.8715995,0.85302734,48,8.34841826915741,kaiming_uniform,0.014894671000000009,mlp_2layers,0,0.00171564835266687
342,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,SGDM,0.8814697,0.8562012,48,8.598263010978698,orthogonal_,0.019557755599999994,mlp_2layers,0,0.0017220317678579885
343,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,SGD,0.9360003,0.8748779,1,10.134623870849609,kaiming_normal,0.061426480199999994,mlp_2layers,0,0.0431100828304418
344,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,SGD,0.9301409,0.87646484,5,8.362320141792297,kaiming_uniform,0.05321324400000003,mlp_2layers,0,0.014396093386429476
345,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,SGD,0.92953056,0.87646484,46,8.433926458358764,orthogonal_,0.052912596400000005,mlp_2layers,0,0.001837799155714401
346,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,Adam,0.98280555,0.88183594,9,8.318615727424621,kaiming_normal,0.09994838000000002,mlp_3layers,0,0.008108776182294785
347,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,Adam,0.9863281,0.8845215,2,8.433483142852783,kaiming_uniform,0.10201799439999998,mlp_3layers,0,0.02711156934674136
348,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,Adam,0.9841134,0.88134766,0,9.382517280578613,orthogonal_,0.1010836314,mlp_3layers,0,0.08104286284509159
349,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,SGDM,0.97405136,0.8823242,44,8.435182843208313,kaiming_normal,0.09190848319999997,mlp_3layers,0,0.0018029479769274947
350,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,SGDM,0.9774693,0.8845215,2,8.393720331192016,kaiming_uniform,0.09298444339999999,mlp_3layers,0,0.02711156934674136
351,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,SGDM,0.9757255,0.88305664,11,9.71189054965973,orthogonal_,0.09272949739999997,mlp_3layers,0,0.006766667438965706
352,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,SGD,0.98538643,0.87805176,48,8.401291995048522,kaiming_normal,0.10773925879999999,mlp_3layers,0,0.0016477508943883359
353,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,SGD,0.98845565,0.8796387,8,8.384364371299744,kaiming_uniform,0.109150745,mlp_3layers,0,0.008987302029073505
354,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,SGD,0.9859968,0.87768555,7,10.294461932182312,orthogonal_,0.1089236918,mlp_3layers,0,0.010088264948954533
355,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,Adam,0.95413643,0.87731934,34,8.37430091381073,kaiming_normal,0.056378001399999995,mlp_3layers,0,0.002304927010235545
356,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,Adam,0.9566302,0.8796387,21,8.333901801109313,kaiming_uniform,0.055556984600000005,mlp_3layers,0,0.0036766235573482517
357,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,Adam,0.9537179,0.8812256,29,10.030112404823303,orthogonal_,0.05391182679999999,mlp_3layers,0,0.002701054634005365
358,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,SGDM,0.89020646,0.8640137,47,8.342333450317383,kaiming_normal,0.017412458200000012,mlp_3layers,0,0.0016551864019193278
359,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,SGDM,0.88943917,0.8654785,49,8.353168325424194,kaiming_uniform,0.018300084799999998,mlp_3layers,0,0.0015916728109512562
360,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,SGDM,0.90262276,0.8708496,47,9.972470359802246,orthogonal_,0.022804827,mlp_3layers,0,0.0016682818988135093
361,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,SGD,0.97321427,0.8828125,10,8.339769062995911,kaiming_normal,0.090281461,mlp_3layers,0,0.007379778161696396
362,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,SGD,0.97657996,0.8852539,24,8.401453723907471,kaiming_uniform,0.0910595672,mlp_3layers,0,0.0032560821867176648
363,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,SGD,0.9749407,0.88342285,23,10.239485483169556,orthogonal_,0.0909479608,mlp_3layers,0,0.0033847368125408607
364,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,Adam,0.9998779,0.8886719,8,8.607371549606324,kaiming_normal,0.11315185960000002,mlp_4layers,0,0.008495608073725545
365,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,Adam,0.9998954,0.8885498,6,8.385022506713867,kaiming_uniform,0.11322021379999998,mlp_4layers,0,0.010921423899623209
366,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,Adam,0.99966866,0.8833008,8,9.730513043403626,orthogonal_,0.11891217599999998,mlp_4layers,0,0.00844426093365643
367,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,SGDM,0.99684364,0.8876953,47,8.360393514633179,kaiming_normal,0.10973214519999999,mlp_4layers,0,0.0015911759779582782
368,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,SGDM,0.99748886,0.8873291,30,8.501051526069642,kaiming_uniform,0.1105008398,mlp_4layers,0,0.002462739982174146
369,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,SGDM,0.9971052,0.88500977,10,9.749447827339173,orthogonal_,0.11234270499999999,mlp_4layers,0,0.0069223078665879125
370,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,SGD,0.99998254,0.8861084,49,8.392709956169128,kaiming_normal,0.11470180219999997,mlp_4layers,0,0.0015247982319486918
371,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,SGD,0.99994767,0.8864746,8,8.375151252746582,kaiming_uniform,0.11436454419999993,mlp_4layers,0,0.008474602121337046
372,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,SGD,1.0,0.88098145,16,9.84879068851471,orthogonal_,0.11966413060000003,mlp_4layers,0,0.0044587525745409225
373,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,Adam,0.9787423,0.88671875,23,8.386423864364623,kaiming_normal,0.06831751479999999,mlp_4layers,0,0.003178851063434023
374,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,Adam,0.96944755,0.8833008,31,8.639411797523499,kaiming_uniform,0.06561174980000001,mlp_4layers,0,0.002374948387590871
375,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,Adam,0.9746617,0.8824463,11,10.0601136302948,orthogonal_,0.0682366072,mlp_4layers,0,0.006327069003961897
376,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,SGDM,0.90311104,0.86865234,48,8.332941274642945,kaiming_normal,0.02330357720000001,mlp_4layers,0,0.001525265490632622
377,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,SGDM,0.9061279,0.8696289,49,8.345784487724304,kaiming_uniform,0.026009344999999993,mlp_4layers,0,0.0014964406264193926
378,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,SGDM,0.92424667,0.87683105,43,10.209718832969665,orthogonal_,0.029296179000000002,mlp_4layers,0,0.0017145840308303995
379,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,SGD,0.9964425,0.88842773,30,8.630126104354858,kaiming_normal,0.1074340772,mlp_4layers,0,0.00246578917781826
380,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,SGD,0.99675643,0.88635254,48,8.411677536964417,kaiming_uniform,0.10971470039999996,mlp_4layers,0,0.0015563452483148442
381,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,SGD,0.9965297,0.88513184,12,9.930568819046021,orthogonal_,0.1105800086,mlp_4layers,0,0.005858145332112572
382,higgs,backprop,kan,2layers,20000,0.0005,4,77316,Adam,0.737188,0.73070955,2,293.61159229278564,kaiming_normal,0.005757696666666663,kan_2layers,0,0.02163974856818823
383,higgs,backprop,kan,2layers,20000,0.0005,4,77316,Adam,0.736254,0.7296356,2,292.93510778745014,orthogonal_,0.005667409999999966,kan_2layers,0,0.021607943854571435
384,higgs,backprop,kan,2layers,20000,0.0005,4,77316,SGDM,0.732868,0.728215,2,292.56864190101624,kaiming_normal,0.0046188666666666656,kan_2layers,0,0.02156587320308485
385,higgs,backprop,kan,2layers,20000,0.0005,4,77316,SGDM,0.732066,0.7272439,2,296.1053930918376,orthogonal_,0.004784659999999996,kan_2layers,0,0.02153711436199051
386,higgs,backprop,kan,2layers,20000,0.0005,4,77316,SGD,0.737174,0.73070055,1,298.066654364268,kaiming_normal,0.00645943333333332,kan_2layers,0,0.032459223053749986
387,higgs,backprop,kan,2layers,20000,0.0005,4,77316,SGD,0.73618,0.7298741,2,295.44114565849304,orthogonal_,0.006341283333333318,kan_2layers,0,0.02161500696197644
388,higgs,backprop,kan,2layers,20000,0.005,4,77316,Adam,0.730618,0.72592664,2,293.453993956248,kaiming_normal,0.0023854333333333346,kan_2layers,0,0.021498104094232365
389,higgs,backprop,kan,2layers,20000,0.005,4,77316,Adam,0.73079,0.7255953,2,294.3975073496501,orthogonal_,0.0025885666666666993,kan_2layers,0,0.02148829155751298
390,higgs,backprop,kan,2layers,20000,0.005,4,77316,SGDM,0.620264,0.6211853,2,294.86425908406574,kaiming_normal,-0.0008763533333333203,kan_2layers,0,0.01839622009354411
391,higgs,backprop,kan,2layers,20000,0.005,4,77316,SGDM,0.557874,0.55814093,2,294.13697568575543,orthogonal_,5.66066666666624e-05,kan_2layers,0,0.016529179604693474
392,higgs,backprop,kan,2layers,20000,0.005,4,77316,SGD,0.732542,0.72803456,2,312.4722249507904,kaiming_normal,0.004498213333333334,kan_2layers,0,0.02156052952551605
393,higgs,backprop,kan,2layers,20000,0.005,4,77316,SGD,0.731808,0.7270441,2,294.9735709031423,orthogonal_,0.004845920000000059,kan_2layers,0,0.0215311973437116
394,higgs,backprop,kan,3layers,20000,0.0005,4,1460740,Adam,0.76466,0.7346605,1,294.3260055383046,kaiming_normal,0.024328246666666702,kan_3layers,0,0.0258784339059374
395,higgs,backprop,kan,3layers,20000,0.0005,4,1460740,Adam,0.755822,0.73297775,1,301.39068110783893,orthogonal_,0.018037510000000017,kan_3layers,0,0.025819158996431283
396,higgs,backprop,kan,3layers,20000,0.0005,4,1460740,SGDM,0.748912,0.73341614,2,293.97156167030334,kaiming_normal,0.015442319999999973,kan_3layers,0,0.017223067529866045
397,higgs,backprop,kan,3layers,20000,0.0005,4,1460740,SGDM,0.741988,0.7305446,2,304.17444801330566,orthogonal_,0.011386276666666658,kan_3layers,0,0.01715563415250035
398,higgs,backprop,kan,3layers,20000,0.0005,4,1460740,SGD,0.764864,0.7338632,2,304.62644243240356,kaiming_normal,0.031029163333333314,kan_3layers,0,0.017233565996084558
399,higgs,backprop,kan,3layers,20000,0.0005,4,1460740,SGD,0.75608,0.7329785,2,301.05557743708295,orthogonal_,0.022948553333333305,kan_3layers,0,0.01721279027679963
400,higgs,backprop,kan,3layers,20000,0.005,4,1460740,Adam,0.74682,0.73163056,2,303.0938851038615,kaiming_normal,0.006265026666666655,kan_3layers,0,0.017181136130701612
401,higgs,backprop,kan,3layers,20000,0.005,4,1460740,Adam,0.738892,0.7272158,2,307.06342792510986,orthogonal_,0.004895980000000022,kan_3layers,0,0.017077462778751443
402,higgs,backprop,kan,3layers,20000,0.005,4,1460740,SGDM,0.642646,0.64303845,2,295.02261185646057,kaiming_normal,-0.0005427033333333201,kan_3layers,0,0.015100696650404217
403,higgs,backprop,kan,3layers,20000,0.005,4,1460740,SGDM,0.623614,0.62454253,2,299.1563249429067,orthogonal_,-0.000641350000000022,kan_3layers,0,0.014666350497090766
404,higgs,backprop,kan,3layers,20000,0.005,4,1460740,SGD,0.748486,0.7332666,2,296.6666967868805,kaiming_normal,0.015234566666666671,kan_3layers,0,0.01721955582978481
405,higgs,backprop,kan,3layers,20000,0.005,4,1460740,SGD,0.74155,0.7301574,2,313.08800315856934,orthogonal_,0.011476176666666671,kan_3layers,0,0.017146541399581706
406,higgs,backprop,kan,4layers,20000,0.0005,4,6849028,Adam,0.778134,0.73660517,0,315.97417457898456,orthogonal_,0.03149505666666667,kan_4layers,0,0.04679943285892741
407,higgs,backprop,kan,4layers,20000,0.0005,4,6849028,SGDM,0.75245,0.73601747,2,301.00521580378216,kaiming_normal,0.01632027666666669,kan_4layers,0,0.015587364653016945
408,higgs,backprop,kan,4layers,20000,0.0005,4,6849028,SGDM,0.74968,0.7357653,2,324.59257260958356,orthogonal_,0.013980400000000004,kan_4layers,0,0.015582024201322842
409,higgs,backprop,kan,4layers,20000,0.0005,4,6849028,SGD,0.778798,0.7326372,1,299.47477674484253,orthogonal_,0.046090189999999996,kan_4layers,0,0.023273666034242312
410,higgs,backprop,kan,4layers,20000,0.005,4,6849028,Adam,0.750478,0.7343402,2,298.04494166374207,kaiming_normal,0.00628614999999999,kan_4layers,0,0.015551843459326305
411,higgs,backprop,kan,4layers,20000,0.005,4,6849028,Adam,0.747926,0.73426324,2,308.7983419895172,orthogonal_,0.005148753333333311,kan_4layers,0,0.015550213601839776
412,higgs,backprop,kan,4layers,20000,0.005,4,6849028,SGDM,0.657842,0.6571944,2,301.1349524656932,kaiming_normal,0.00035150000000002307,kan_4layers,0,0.01391805110376073
413,higgs,backprop,kan,4layers,20000,0.005,4,6849028,SGDM,0.662056,0.66136056,2,314.69615387916565,orthogonal_,0.00017213333333336114,kan_4layers,0,0.014006281964806478
414,higgs,backprop,kan,4layers,20000,0.005,4,6849028,SGD,0.751968,0.7357543,2,300.3604253133138,kaiming_normal,0.016111746666666666,kan_4layers,0,0.015581791243522014
415,higgs,backprop,kan,4layers,20000,0.005,4,6849028,SGD,0.74959,0.73556405,2,305.8412769635518,orthogonal_,0.01398101666666666,kan_4layers,0,0.015577762132466762
416,higgs,backprop,mlpWide,2layers,20000,0.0005,4,84482,Adam,0.715686,0.7097339,2,283.3869555791219,orthogonal_,0.004690713333333374,mlpWide_2layers,0,0.020854336510904486
417,higgs,backprop,mlpWide,2layers,20000,0.0005,4,84482,SGDM,0.706514,0.70371366,2,284.01735949516296,orthogonal_,0.0027541933333333026,mlpWide_2layers,0,0.020677441887671177
418,higgs,backprop,mlpWide,2layers,20000,0.0005,4,84482,SGD,0.716428,0.7106058,2,279.2574550310771,orthogonal_,0.0057984899999999895,mlpWide_2layers,0,0.020879955825416387
419,higgs,backprop,mlpWide,2layers,20000,0.005,4,84482,Adam,0.696742,0.6936448,2,280.6559542814891,orthogonal_,0.0015360199999999713,mlpWide_2layers,0,0.020381585377616935
420,higgs,backprop,mlpWide,2layers,20000,0.005,4,84482,SGDM,0.64859,0.6474186,2,283.2742850780487,orthogonal_,-3.8933333333342666e-05,mlpWide_2layers,0,0.01902330626706526
421,higgs,backprop,mlpWide,2layers,20000,0.005,4,84482,SGD,0.705742,0.70309913,2,292.4102860291799,orthogonal_,0.002499309999999958,mlpWide_2layers,0,0.02065938495757943
422,higgs,backprop,mlpWide,3layers,20000,0.0005,4,84482,Adam,0.721088,0.71634,2,279.4200948874156,orthogonal_,0.0042644333333333355,mlpWide_3layers,0,0.021048445644517362
